Renewable electricity: number of installations at Local Authority Level - as at end of 2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This worksheet contains one table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Some cells refer to notes which can be found on the notes worksheet.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Local Authority Code [note 1],Local Authority Name  [note 5][note 6][note 7] [note 8][note 9],Region,Country,Estimated number of households  [note 2][note 3][note 4],Photovoltaics,Onshore Wind,Hydro,Anaerobic Digestion,Offshore Wind,Wave/Tidal,Sewage Gas,Landfill Gas,Municipal Solid Waste,Animal Biomass,Plant Biomass,Cofiring,Total,,,,,,,,,,,,,
E07000039,South Derbyshire,East Midlands,England," 45,200 ","2,981 ",13 ,0 ,1 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,"2,996 ",,,,,,,,,,,,,
E06000025,South Gloucestershire,South West,England," 118,100 ","9,102 ",13 ,1 ,0 ,0 ,0 ,0 ,3 ,1 ,0 ,2 ,0 ,"9,122 ",,,,,,,,,,,,,
E07000044,South Hams,South West,England," 39,300 ","7,052 ",46 ,17 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,"7,117 ",,,,,,,,,,,,,
E07000140,South Holland,East Midlands,England," 40,700 ","4,088 ",32 ,0 ,3 ,1 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,"4,125 ",,,,,,,,,,,,,
E07000141,South Kesteven,East Midlands,England," 62,800 ","4,860 ",13 ,0 ,6 ,0 ,0 ,0 ,1 ,0 ,0 ,3 ,0 ,"4,883 ",,,,,,,,,,,,,
S12000029,South Lanarkshire,Scotland,Scotland," 150,643 ","11,211 ",202 ,13 ,2 ,0 ,0 ,0 ,2 ,0 ,0 ,4 ,0 ,"11,434 ",,,,,,,,,,,,,
E07000149,South Norfolk,Eastern,England," 61,400 ","8,386 ",75 ,1 ,4 ,0 ,0 ,1 ,2 ,0 ,0 ,3 ,0 ,"8,472 ",,,,,,,,,,,,,
E07000179,South Oxfordshire,South East,England," 61,500 ","4,742 ",0 ,3 ,3 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,"4,749 ",,,,,,,,,,,,,
E07000126,South Ribble,North West,England," 48,600 ","3,164 ",4 ,2 ,1 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,"3,173 ",,,,,,,,,,,,,
E07000196,South Staffordshire,West Midlands,England," 46,100 ","2,123 ",3 ,0 ,2 ,0 ,0 ,2 ,1 ,1 ,0 ,2 ,0 ,"2,134 ",,,,,,,,,,,,,
E08000023,South Tyneside,North East,England," 68,300 ","3,313 ",4 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,1 ,0 ,"3,319 ",,,,,,,,,,,,,
E06000045,Southampton,South East,England," 102,300 ","4,745 ",0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,"4,746 ",,,,,,,,,,,,,
E06000033,Southend-On-Sea,Eastern,England," 78,300 ","2,672 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"2,672 ",,,,,,,,,,,,,
E09000028,Southwark,London,England," 130,800 ","1,554 ",2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,"1,557 ",,,,,,,,,,,,,
E07000213,Spelthorne,South East,England," 41,800 ","1,843 ",0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,845 ",,,,,,,,,,,,,
E07000240,St Albans,Eastern,England," 59,000 ","3,561 ",5 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"3,566 ",,,,,,,,,,,,,
E08000013,St. Helens,North West,England," 81,000 ","3,301 ",3 ,0 ,0 ,0 ,0 ,1 ,4 ,0 ,0 ,1 ,0 ,"3,310 ",,,,,,,,,,,,,
E07000197,Stafford,West Midlands,England," 60,000 ","4,135 ",12 ,1 ,4 ,0 ,0 ,1 ,1 ,0 ,0 ,1 ,0 ,"4,155 ",,,,,,,,,,,,,
E07000198,Staffordshire Moorlands,West Midlands,England," 42,400 ","2,571 ",20 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,"2,598 ",,,,,,,,,,,,,
E07000243,Stevenage,Eastern,England," 36,500 ","1,676 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,676 ",,,,,,,,,,,,,
S12000030,Stirling,Scotland,Scotland," 41,103 ","8,003 ",31 ,50 ,2 ,0 ,0 ,1 ,1 ,0 ,0 ,5 ,0 ,"8,093 ",,,,,,,,,,,,,
E08000007,Stockport,North West,England," 126,600 ","6,386 ",1 ,2 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,2 ,0 ,"6,393 ",,,,,,,,,,,,,
E06000004,Stockton-On-Tees,North East,England," 83,800 ","5,179 ",7 ,1 ,0 ,0 ,0 ,0 ,2 ,3 ,0 ,1 ,0 ,"5,193 ",,,,,,,,,,,,,
E06000021,Stoke-On-Trent,West Midlands,England," 110,400 ","9,919 ",1 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,0 ,"9,922 ",,,,,,,,,,,,,
E07000221,Stratford-On-Avon,West Midlands,England," 59,500 ","5,151 ",6 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,1 ,0 ,"5,160 ",,,,,,,,,,,,,
E07000082,Stroud,South West,England," 52,400 ","5,133 ",12 ,5 ,0 ,0 ,0 ,1 ,1 ,1 ,0 ,1 ,0 ,"5,154 ",,,,,,,,,,,,,
E08000024,Sunderland,North East,England," 122,200 ","10,920 ",11 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,"10,932 ",,,,,,,,,,,,,
E07000214,Surrey Heath,South East,England," 36,000 ","1,966 ",0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,"1,968 ",,,,,,,,,,,,,
E09000029,Sutton,London,England," 82,300 ","2,438 ",0 ,0 ,0 ,0 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,"2,441 ",,,,,,,,,,,,,
E07000113,Swale,South East,England," 60,500 ","3,529 ",13 ,0 ,1 ,1 ,0 ,1 ,1 ,1 ,0 ,1 ,0 ,"3,548 ",,,,,,,,,,,,,
W06000011,Swansea / Abertawe,Wales,Wales," 105,000 ","5,329 ",6 ,1 ,0 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,"5,339 ",,,,,,,,,,,,,
E06000030,Swindon,South West,England," 95,900 ","5,751 ",0 ,0 ,1 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,"5,754 ",,,,,,,,,,,,,
E08000008,Tameside,North West,England," 99,500 ","5,060 ",0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,7 ,0 ,"5,068 ",,,,,,,,,,,,,
E07000199,Tamworth,West Midlands,England," 32,900 ","1,300 ",0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,"1,301 ",,,,,,,,,,,,,
E07000215,Tandridge,South East,England," 35,600 ","2,607 ",0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,"2,609 ",,,,,,,,,,,,,
E07000045,Teignbridge,South West,England," 59,800 ","5,950 ",8 ,10 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,"5,970 ",,,,,,,,,,,,,
E06000020,Telford and Wrekin,West Midlands,England," 76,500 ","4,740 ",4 ,0 ,7 ,0 ,0 ,1 ,2 ,0 ,0 ,0 ,0 ,"4,754 ",,,,,,,,,,,,,
E07000076,Tendring,Eastern,England," 67,500 ","5,047 ",69 ,0 ,1 ,3 ,0 ,0 ,1 ,0 ,0 ,1 ,0 ,"5,122 ",,,,,,,,,,,,,
E07000093,Test Valley,South East,England," 54,700 ","4,119 ",3 ,1 ,1 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,"4,126 ",,,,,,,,,,,,,
E07000083,Tewkesbury,South West,England," 40,900 ","4,312 ",0 ,0 ,1 ,0 ,0 ,1 ,2 ,0 ,0 ,1 ,0 ,"4,317 ",,,,,,,,,,,,,
E07000114,Thanet,South East,England," 62,200 ","2,905 ",0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"2,906 ",,,,,,,,,,,,,
E07000102,Three Rivers,Eastern,England," 36,900 ","1,572 ",1 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,"1,574 ",,,,,,,,,,,,,
E06000034,Thurrock,Eastern,England," 66,400 ","3,618 ",5 ,0 ,0 ,0 ,0 ,0 ,9 ,0 ,0 ,1 ,0 ,"3,633 ",,,,,,,,,,,,,
E07000115,Tonbridge and Malling,South East,England," 53,600 ","3,171 ",2 ,0 ,1 ,0 ,0 ,2 ,4 ,0 ,0 ,2 ,0 ,"3,182 ",,,,,,,,,,,,,
E06000027,Torbay,South West,England," 63,000 ","3,054 ",2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"3,056 ",,,,,,,,,,,,,
W06000020,Torfaen,Wales,Wales," 40,200 ","3,023 ",1 ,1 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,1 ,0 ,"3,027 ",,,,,,,,,,,,,
E07000046,Torridge,South West,England," 30,500 ","4,555 ",84 ,1 ,1 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,"4,642 ",,,,,,,,,,,,,
E09000030,Tower Hamlets,London,England," 120,500 ",970 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,971 ,,,,,,,,,,,,,
E08000009,Trafford,North West,England," 96,300 ","2,551 ",0 ,1 ,1 ,0 ,0 ,1 ,1 ,0 ,0 ,1 ,0 ,"2,556 ",,,,,,,,,,,,,
E07000116,Tunbridge Wells,South East,England," 48,200 ","3,330 ",0 ,0 ,2 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,"3,333 ",,,,,,,,,,,,,
E07000077,Uttlesford,Eastern,England," 37,000 ","3,886 ",4 ,0 ,1 ,0 ,0 ,1 ,3 ,0 ,0 ,0 ,0 ,"3,895 ",,,,,,,,,,,,,
W06000014,Vale Of Glamorgan / Bro Morgannwg,Wales,Wales," 57,500 ","3,480 ",7 ,0 ,1 ,0 ,0 ,2 ,0 ,0 ,0 ,1 ,0 ,"3,491 ",,,,,,,,,,,,,
E07000180,Vale of White Horse,South East,England," 57,500 ","4,530 ",7 ,3 ,1 ,0 ,0 ,0 ,3 ,0 ,0 ,0 ,0 ,"4,544 ",,,,,,,,,,,,,
E08000036,Wakefield,Yorkshire and Humber,England," 153,100 ","9,491 ",16 ,3 ,3 ,0 ,0 ,2 ,2 ,1 ,0 ,4 ,0 ,"9,522 ",,,,,,,,,,,,,
E08000030,Walsall,West Midlands,England," 112,200 ","4,022 ",0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,"4,024 ",,,,,,,,,,,,,
E09000031,Waltham Forest,London,England," 102,900 ","3,068 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"3,068 ",,,,,,,,,,,,,
E09000032,Wandsworth,London,England," 137,400 ","1,737 ",1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,738 ",,,,,,,,,,,,,
E06000007,Warrington,North West,England," 90,500 ","5,515 ",3 ,0 ,0 ,0 ,0 ,1 ,8 ,0 ,0 ,0 ,0 ,"5,527 ",,,,,,,,,,,,,
E07000222,Warwick,West Midlands,England," 62,600 ","4,155 ",1 ,1 ,1 ,0 ,0 ,1 ,3 ,0 ,0 ,2 ,0 ,"4,164 ",,,,,,,,,,,,,
E07000103,Watford,Eastern,England," 39,600 ","1,033 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,033 ",,,,,,,,,,,,,
E07000216,Waverley,South East,England," 52,400 ","3,906 ",0 ,1 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,0 ,0 ,"3,910 ",,,,,,,,,,,,,
E07000065,Wealden,South East,England," 68,300 ","6,654 ",2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"6,656 ",,,,,,,,,,,,,
E07000241,Welwyn Hatfield,Eastern,England," 46,200 ","2,147 ",0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"2,149 ",,,,,,,,,,,,,
E06000037,West Berkshire,South East,England," 66,700 ","4,155 ",4 ,2 ,1 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,0 ,"4,164 ",,,,,,,,,,,,,
E07000047,West Devon,South West,England," 24,800 ","3,318 ",20 ,12 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"3,350 ",,,,,,,,,,,,,
S12000039,West Dunbartonshire,Scotland,Scotland," 43,050 ","1,928 ",0 ,2 ,1 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,"1,933 ",,,,,,,,,,,,,
E07000127,West Lancashire,North West,England," 48,500 ","2,603 ",15 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"2,618 ",,,,,,,,,,,,,
E07000142,West Lindsey,East Midlands,England," 42,300 ","4,236 ",30 ,0 ,8 ,0 ,0 ,1 ,1 ,0 ,0 ,5 ,0 ,"4,281 ",,,,,,,,,,,,,
S12000040,West Lothian,Scotland,Scotland," 81,645 ","7,665 ",35 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,"7,701 ",,,,,,,,,,,,,
E06000062,West Northamptonshire,East Midlands,England," 172,600 ","11,300 ",35 ,0 ,7 ,0 ,0 ,1 ,4 ,0 ,0 ,1 ,0 ,"11,348 ",,,,,,,,,,,,,
E07000181,West Oxfordshire,South East,England," 48,000 ","4,375 ",1 ,2 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,0 ,"4,380 ",,,,,,,,,,,,,
E07000245,West Suffolk,Eastern,England," 78,700 ","6,769 ",7 ,0 ,5 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,1 ,"6,783 ",,,,,,,,,,,,,
E09000033,Westminster,London,England," 94,800 ",864 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,866 ,,,,,,,,,,,,,
E06000064,Westmorland and Furness,North West,England," 103,600 ","8,759 ",80 ,41 ,6 ,1 ,0 ,0 ,3 ,0 ,0 ,2 ,0 ,"8,892 ",,,,,,,,,,,,,
E08000010,Wigan,North West,England," 143,100 ","5,838 ",4 ,0 ,0 ,0 ,0 ,1 ,2 ,0 ,0 ,0 ,0 ,"5,845 ",,,,,,,,,,,,,
E06000054,Wiltshire,South West,England," 215,100 ","19,794 ",3 ,8 ,9 ,0 ,0 ,2 ,8 ,0 ,0 ,2 ,0 ,"19,826 ",,,,,,,,,,,,,
E07000094,Winchester,South East,England," 51,700 ","6,776 ",2 ,4 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,"6,783 ",,,,,,,,,,,,,
E06000040,Windsor and Maidenhead,South East,England," 60,900 ","2,981 ",0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,"2,983 ",,,,,,,,,,,,,
E08000015,Wirral,North West,England," 143,300 ","4,841 ",4 ,0 ,0 ,2 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,"4,849 ",,,,,,,,,,,,,
E07000217,Woking,South East,England," 41,400 ","2,708 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"2,708 ",,,,,,,,,,,,,
E06000041,Wokingham,South East,England," 69,200 ","5,157 ",2 ,1 ,1 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,"5,164 ",,,,,,,,,,,,,
E08000031,Wolverhampton,West Midlands,England," 105,100 ","3,317 ",0 ,0 ,0 ,0 ,0 ,1 ,0 ,2 ,0 ,3 ,0 ,"3,323 ",,,,,,,,,,,,,
E07000237,Worcester,West Midlands,England," 44,700 ","2,209 ",0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,1 ,0 ,"2,211 ",,,,,,,,,,,,,
E07000229,Worthing,South East,England," 49,500 ","1,907 ",0 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,"1,909 ",,,,,,,,,,,,,
W06000006,Wrexham / Wrecsam,Wales,Wales," 57,900 ","5,954 ",2 ,0 ,3 ,0 ,0 ,0 ,4 ,0 ,0 ,1 ,0 ,"5,964 ",,,,,,,,,,,,,
E07000238,Wychavon,West Midlands,England," 57,400 ","5,651 ",10 ,3 ,4 ,0 ,0 ,0 ,2 ,1 ,0 ,1 ,0 ,"5,672 ",,,,,,,,,,,,,
E07000128,Wyre,North West,England," 50,800 ","2,546 ",26 ,1 ,1 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,"2,576 ",,,,,,,,,,,,,
E07000239,Wyre Forest,West Midlands,England," 45,300 ","2,186 ",1 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,"2,188 ",,,,,,,,,,,,,
E06000014,York,Yorkshire and Humber,England," 85,500 ","5,061 ",6 ,0 ,0 ,0 ,0 ,2 ,2 ,0 ,0 ,0 ,0 ,"5,071 ",,,,,,,,,,,,,
N09000001,Antrim and Newtownabbey,Northern Ireland,Northern Ireland," 60,500 ","2,406 ",54 ,11 ,6 ,0 ,0 ,2 ,2 ,0 ,0 ,1 ,0 ,"2,482 ",,,,,,,,,,,,,
N09000011,Ards and North Down,Northern Ireland,Northern Ireland," 67,600 ","2,918 ",39 ,1 ,7 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"2,965 ",,,,,,,,,,,,,
N09000002,"Armagh, Banbridge and Craigavon",Northern Ireland,Northern Ireland," 83,200 ","3,651 ",107 ,7 ,38 ,0 ,0 ,0 ,1 ,0 ,0 ,10 ,0 ,"3,814 ",,,,,,,,,,,,,
N09000003,Belfast,Northern Ireland,Northern Ireland," 139,500 ","2,352 ",9 ,1 ,4 ,0 ,0 ,0 ,1 ,2 ,0 ,2 ,0 ,"2,371 ",,,,,,,,,,,,,
N09000004,Causeway Coast and Glens,Northern Ireland,Northern Ireland," 58,900 ","3,002 ",168 ,17 ,13 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,"3,202 ",,,,,,,,,,,,,
N09000005,Derry and Strabane,Northern Ireland,Northern Ireland," 58,600 ","3,154 ",107 ,3 ,28 ,0 ,0 ,0 ,1 ,0 ,0 ,4 ,0 ,"3,297 ",,,,,,,,,,,,,
N09000006,Fermanagh and Omagh,Northern Ireland,Northern Ireland," 45,100 ","2,701 ",190 ,2 ,12 ,0 ,0 ,0 ,2 ,0 ,0 ,2 ,0 ,"2,909 ",,,,,,,,,,,,,
N09000007,Lisburn and Castlereagh,Northern Ireland,Northern Ireland," 58,100 ","2,638 ",41 ,2 ,9 ,0 ,0 ,0 ,1 ,0 ,0 ,3 ,0 ,"2,694 ",,,,,,,,,,,,,
N09000008,Mid and East Antrim,Northern Ireland,Northern Ireland," 54,600 ","2,614 ",109 ,19 ,2 ,0 ,0 ,0 ,1 ,0 ,0 ,2 ,0 ,"2,747 ",,,,,,,,,,,,,
N09000009,Mid Ulster,Northern Ireland,Northern Ireland," 57,700 ","2,791 ",158 ,11 ,26 ,0 ,0 ,0 ,2 ,0 ,0 ,3 ,0 ,"2,991 ",,,,,,,,,,,,,
N09000010,"Newry, Mourne and Down",Northern Ireland,Northern Ireland," 67,000 ","4,025 ",91 ,11 ,2 ,0 ,0 ,0 ,2 ,0 ,0 ,1 ,0 ,"4,132 ",,,,,,,,,,,,,
Unallocated (GB),[y],[y],[y], [y] ,"8,619 ",32 ,16 ,17 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,"8,685 ",,,,,,,,,,,,,
Unallocated (NI),[y],[y],[y], [y] ,90 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,93 ,,,,,,,,,,,,,
Grand Total (UK),[y],[y],[y]," 28,086,688 ","1,696,872 ","9,782 ","1,578 ",786 ,49 ,21 ,198 ,455 ,75 ,6 ,455 ,1 ,"1,710,278 ",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
